1669.2849942	171.2185974
1678.6106087	171.2919312
1687.9362232	171.6221161
1697.2618377	171.6221161
1706.5874521	171.8555145
1715.9130666	172.0647583
1725.2386811	172.4007874
1734.5642956	172.6844177
1743.8899101	172.6844177
1753.2155246	172.9774933
1762.5411391	173.9862366
1771.8667536	175.6823730
1781.1923681	176.3537903
1790.5179826	176.5426178
1799.8435971	176.6443787
1809.1692116	177.0222931
1818.4948261	177.3785095
1827.8204406	178.1352539
1837.1460550	178.8058319
1846.4716695	179.6087799
1855.7972840	180.1640778
1865.1228985	180.7510834
1874.4485130	180.7510834
1883.7741275	181.0809326
1893.0997420	181.1786499
1902.4253565	181.2884827
1911.7509710	181.2964020
1921.0765855	181.3200531
1930.4022000	181.3200531
1939.7278145	181.2085571
1949.0534290	181.1932831
1958.3790434	181.2855530
1967.7046579	181.2847290
1977.0302724	181.2847290
1986.3558869	181.2122955
1995.6815014	181.2140045
2005.0071159	181.1437683
2014.3327304	181.1265106
2023.6583449	181.0441895
2032.9839594	181.0340424
2042.3095739	180.9682312
2051.6351884	180.9638214
2060.9608029	181.0963898
2070.2864174	181.0963898
2079.6120319	181.2095947
2088.9376463	181.2021942
2098.2632608	181.1637573
2107.5888753	181.2240601
2116.9144898	181.1562042
2126.2401043	181.1525574
2135.5657188	181.2333679
2144.8913333	181.2824402
2154.2169478	181.5875397
2163.5425623	181.5875397
2172.8681768	181.3167725
2182.1937913	181.2860718
2191.5194058	181.0172882
2200.8450203	180.9518433
2210.1706347	181.0768738
2219.4962492	181.0291748
2228.8218637	180.8679047
2238.1474782	180.6911926
2247.4730927	180.5684967
2256.7987072	180.5506439
2266.1243217	180.5506439
2275.4499362	180.5107880
2284.7755507	180.5604858
2294.1011652	180.6403961
2303.4267797	180.7225952
2312.7523942	180.7729492
2322.0780087	180.8717346
2331.4036232	181.0217285
2340.7292376	181.0207977
2350.0548521	180.9680634
2359.3804666	180.9680634
2368.7060811	181.0388184
2378.0316956	181.0694122
2387.3573101	181.0310059
2396.6829246	181.0534668
2406.0085391	181.0532074
2415.3341536	181.0415039
2424.6597681	181.0536957
2433.9853826	180.8739624
2443.3109971	180.7849884
2452.6366116	180.8801727
2461.9622260	180.7436371
2471.2878405	180.6708832
2480.6134550	180.6072845
2489.9390695	180.4046326
2499.2646840	180.2869110
2508.5902985	180.2711639
2517.9159130	180.1442108
2527.2415275	179.7978668
2536.5671420	179.5329895
2545.8927565	178.9086914
2555.2183710	178.9086914
2564.5439855	178.5505981
2573.8696000	178.2744751
2583.1952145	177.9487610
2592.5208289	177.6070251
2601.8464434	177.4115906
2611.1720579	177.0446777
2620.4976724	176.4704895
2629.8232869	176.2548218
2639.1489014	176.2982788
2648.4745159	176.2982788
2657.8001304	176.3734894
2667.1257449	176.4031067
2676.4513594	176.4650269
2685.7769739	176.5271454
2695.1025884	176.5271454
2704.4282029	176.6381836
2713.7538173	176.6022644
2723.0794318	176.7288818
2732.4050463	176.7940521
2741.7306608	176.9250031
2751.0562753	176.9332275
2760.3818898	177.0365295
2769.7075043	177.1002197
2779.0331188	177.2866058
2788.3587333	177.3281403
2797.6843478	177.3433380
2807.0099623	177.3849640
2816.3355768	177.4997864
2825.6611913	177.5380707
2834.9868058	177.7355194
2844.3124202	177.7355194
2853.6380347	177.8652496
2862.9636492	177.8546753
2872.2892637	177.9802094
2881.6148782	177.9999390
2890.9404927	178.1225586
2900.2661072	178.2085419
2909.5917217	178.0955200
2918.9173362	178.0696716
2928.2429507	178.1065979
2937.5685652	178.1764069
2946.8941797	178.2389679
2956.2197942	178.3170776
2965.5454086	178.3347778
2974.8710231	178.4440918
2984.1966376	178.4440918
2993.5222521	178.5105896
3002.8478666	178.5349884
3012.1734811	178.6700897
3021.4990956	178.6024628
3030.8247101	178.8192444
3040.1503246	178.8070374
3049.4759391	178.8422699
3058.8015536	178.7585754
3068.1271681	178.7297058
3077.4527826	178.7034149
3086.7783971	178.7215576
3096.1040115	178.7124023
3105.4296260	178.8928070
3114.7552405	180.2514343
3124.0808550	179.7363739
3133.4064695	179.8173828
3142.7320840	179.8987885
3152.0576985	180.5246735
3161.3833130	180.7937164
3170.7089275	181.0715942
3180.0345420	181.0715942
3189.3601565	181.0442047
3198.6857710	181.0298309
3208.0113855	181.0836487
3217.3369999	181.0783234
3226.6626144	181.1761322
3235.9882289	181.4029694
3245.3138434	181.8120728
3254.6394579	182.2367096
3263.9650724	182.9357605
3273.2906869	182.9357605
3282.6163014	184.5378571
3291.9419159	185.6416168
3301.2675304	188.0872192
