662.1186290	188.2102051
671.4442435	187.9836426
680.7698580	187.8857117
690.0954725	187.6796570
699.4210869	187.5478821
708.7467014	187.5072174
718.0723159	187.6338348
727.3979304	187.6338348
736.7235449	188.1614075
746.0491594	187.7729340
755.3747739	182.6149139
764.7003884	179.0263977
774.0260029	175.7307587
783.3516174	175.0789948
792.6772319	173.4651184
802.0028464	172.1818237
811.3284609	171.6957550
820.6540753	170.8840027
829.9796898	170.8840027
839.3053043	170.4335938
848.6309188	170.3158722
857.9565333	170.0284271
867.2821478	169.8640900
876.6077623	169.9228973
885.9333768	170.0707245
895.2589913	169.2862244
904.5846058	169.0320892
913.9102203	168.4259644
923.2358348	168.4259644
932.5614493	168.8313141
941.8870638	168.6230164
951.2126782	168.5410767
960.5382927	168.5276184
969.8639072	168.4294281
979.1895217	168.4219208
988.5151362	168.3975067
997.8407507	168.2788544
1007.1663652	168.3621521
1016.4919797	168.4856567
1025.8175942	168.3874359
1035.1432087	168.2281036
1044.4688232	168.0323639
1053.7944377	168.0135803
1063.1200522	168.2246552
1072.4456666	168.2327271
1081.7712811	168.2988129
1091.0968956	168.2469177
1100.4225101	168.3512115
1109.7481246	168.4735870
1119.0737391	168.4735870
1128.3993536	168.8406677
1137.7249681	169.0819550
1147.0505826	169.4661560
1156.3761971	169.5779114
1165.7018116	169.5918121
1175.0274261	169.6867371
1184.3530406	169.9768982
1193.6786551	170.0242157
1203.0042695	167.4827881
1212.3298840	167.4827881
1221.6554985	165.8886414
1230.9811130	164.5676117
1240.3067275	164.5676117
1249.6323420	164.5676117
1258.9579565	164.5676117
1268.2835710	164.5676117
1277.6091855	164.5676117
1286.9348000	164.5676117
1296.2604145	164.5676117
1305.5860290	164.5676117
1314.9116435	164.5676117
1324.2372580	166.8890686
1333.5628724	167.0307770
1342.8884869	167.1583252
1352.2141014	166.0653839
1361.5397159	166.8445740
1370.8653304	167.2265015
1380.1909449	167.0800171
1389.5165594	164.6047668
1398.8421739	164.5676117
1408.1677884	164.5676117
1417.4934029	164.5670013
1426.8190174	164.6375275
1436.1446319	164.5979309
1445.4702464	165.6223755
1454.7958608	165.2221527
1464.1214753	165.3581085
1473.4470898	166.8322601
1482.7727043	168.1597900
1492.0983188	168.9267273
1501.4239333	169.0157471
1510.7495478	168.9125366
1520.0751623	170.5163727
1529.4007768	170.4272308
1538.7263913	170.1592712
1548.0520058	170.1592712
1557.3776203	170.1341248
1566.7032348	170.2211456
1576.0288493	170.5757294
1585.3544637	170.7071228
1594.6800782	170.8081970
1604.0056927	171.0002136
1613.3313072	171.1069031
1622.6569217	171.2176056
1631.9825362	171.2601776
1641.3081507	171.1523132
1650.6337652	171.1170349
1659.9593797	171.2322693
